"","X","rank","player","points","date","year","month","right_hand","age","birthdate","first_name","last_name","countries","countries_iso","continent","obs.by.player","rank_log","obs.by.age","average.rank.by.age","age_28","age_2.8","age_28sq","age_2.8sq","average.rank.by.player","predicted.rank.final.model"
"417",1195,42,102344,869,"8/28/2000",2000,8,1,26,"3/4/1974","Karol","Kucera","SVK","SVK","EU",7,1.6232492903979,2132,2.69098626796801,-2,-0.2,4,0.04,1.9542645114248,1.74171122505285
"418",1196,101,102344,412,"12/31/2001",2001,12,1,27,"3/4/1974","Karol","Kucera","SVK","SVK","EU",7,2.00432137378264,1812,2.66035581663426,-1,-0.1,1,0.01,1.9542645114248,1.76199031495939
"419",1197,75,102344,520,"4/29/2002",2002,4,1,28,"3/4/1974","Karol","Kucera","SVK","SVK","EU",7,1.8750612633917,1525,2.6489440291467,0,0,0,0,1.9542645114248,1.81423913709321
"420",1198,42,102344,878,"7/7/2003",2003,7,1,29,"3/4/1974","Karol","Kucera","SVK","SVK","EU",7,1.6232492903979,1256,2.65461906279284,1,0.1,1,0.01,1.9542645114248,1.89845769145429
"421",1199,80,102344,494,"7/5/2004",2004,7,1,30,"3/4/1974","Karol","Kucera","SVK","SVK","EU",7,1.90308998699194,989,2.64767086582772,2,0.2,4,0.04,1.9542645114248,2.01464597804265
"422",1200,143,102344,294,"7/18/2005",2005,7,1,31,"3/4/1974","Karol","Kucera","SVK","SVK","EU",7,2.15533603746506,757,2.63472150560954,3,0.3,9,0.09,1.9542645114248,2.16280399685827
"423",1201,313,102344,105,"5/15/2006",2006,5,1,32,"3/4/1974","Karol","Kucera","SVK","SVK","EU",7,2.49554433754645,564,2.65066108042934,4,0.4,16,0.16,1.9542645114248,2.34293174790117
"424",1223,8,102358,2403,"11/6/2000",2000,11,1,26,"3/13/1974","Thomas","Enqvist","SWE","SWE","EU",7,0.903089986991944,2132,2.69098626796801,-2,-0.2,4,0.04,1.68392082158156,1.24184363528602
"425",1224,14,102358,1795,"5/7/2001",2001,5,1,27,"3/13/1974","Thomas","Enqvist","SWE","SWE","EU",7,1.14612803567824,1812,2.66035581663426,-1,-0.1,1,0.01,1.68392082158156,1.31968297776564
"426",1225,28,102358,1165,"1/21/2002",2002,1,1,28,"3/13/1974","Thomas","Enqvist","SWE","SWE","EU",7,1.44715803134222,1525,2.6489440291467,0,0,0,0,1.68392082158156,1.44457310083026
"427",1226,96,102358,398,"12/29/2003",2003,12,1,29,"3/13/1974","Thomas","Enqvist","SWE","SWE","EU",7,1.98227123303957,1256,2.65461906279284,1,0.1,1,0.01,1.68392082158156,1.61651400447986
"428",1227,63,102358,574,"4/19/2004",2004,4,1,30,"3/13/1974","Thomas","Enqvist","SWE","SWE","EU",7,1.79934054945358,989,2.64767086582772,2,0.2,4,0.04,1.68392082158156,1.83550568871445
"429",1228,133,102358,319,"12/19/2005",2005,12,1,31,"3/13/1974","Thomas","Enqvist","SWE","SWE","EU",7,2.12385164096709,757,2.63472150560954,3,0.3,9,0.09,1.68392082158156,2.10154815353404
"430",1229,243,102358,154,"6/12/2006",2006,6,1,32,"3/13/1974","Thomas","Enqvist","SWE","SWE","EU",7,2.38560627359831,564,2.65066108042934,4,0.4,16,0.16,1.68392082158156,2.41464139893861
"431",1238,101,102369,395,"8/28/2000",2000,8,1,26,"4/5/1974","Julien","Boutter","FRA","FRA","EU",6,2.00432137378264,2132,2.69098626796801,-2,-0.2,4,0.04,2.16977939526996,1.82434126880439
"432",1239,62,102369,653,"4/16/2001",2001,4,1,27,"4/5/1974","Julien","Boutter","FRA","FRA","EU",6,1.79239168949825,1812,2.66035581663426,-1,-0.1,1,0.01,2.16977939526996,1.91029071283864
"433",1240,54,102369,715,"8/19/2002",2002,8,1,28,"4/5/1974","Julien","Boutter","FRA","FRA","EU",6,1.73239375982297,1525,2.6489440291467,0,0,0,0,2.16977939526996,2.03735025429422
"434",1241,95,102369,421,"6/9/2003",2003,6,1,29,"4/5/1974","Julien","Boutter","FRA","FRA","EU",6,1.97772360528885,1256,2.65461906279284,1,0.1,1,0.01,2.16977939526996,2.20551989317113
"435",1242,531,102369,36,"8/23/2004",2004,8,1,30,"4/5/1974","Julien","Boutter","FRA","FRA","EU",6,2.72509452108147,989,2.64767086582772,2,0.2,4,0.04,2.16977939526996,2.41479962946937
"436",1243,612,102369,31,"3/7/2005",2005,3,1,31,"4/5/1974","Julien","Boutter","FRA","FRA","EU",6,2.78675142214556,757,2.63472150560954,3,0.3,9,0.09,2.16977939526996,2.66518946318894
"437",1250,10,102374,1776,"6/5/2000",2000,6,1,26,"4/11/1974","Alex","Corretja","ESP","ESP","EU",7,1,2132,2.69098626796801,-2,-0.2,4,0.04,1.72810645847255,1.09965006289879
"438",1251,11,102374,1965,"5/7/2001",2001,5,1,27,"4/11/1974","Alex","Corretja","ESP","ESP","EU",7,1.04139268515823,1812,2.66035581663426,-1,-0.1,1,0.01,1.72810645847255,1.22251856640586
"439",1252,19,102374,1560,"10/21/2002",2002,10,1,28,"4/11/1974","Alex","Corretja","ESP","ESP","EU",7,1.27875360095283,1525,2.6489440291467,0,0,0,0,1.72810645847255,1.40296837720078
"440",1253,37,102374,935,"6/16/2003",2003,6,1,29,"4/11/1974","Alex","Corretja","ESP","ESP","EU",7,1.56820172406699,1256,2.65461906279284,1,0.1,1,0.01,1.72810645847255,1.64099949528354
"441",1254,97,102374,406,"5/24/2004",2004,5,1,30,"4/11/1974","Alex","Corretja","ESP","ESP","EU",7,1.98677173426624,989,2.64767086582772,2,0.2,4,0.04,1.72810645847255,1.93661192065415
"442",1255,223,102374,175,"6/27/2005",2005,6,1,31,"4/11/1974","Alex","Corretja","ESP","ESP","EU",7,2.34830486304816,757,2.63472150560954,3,0.3,9,0.09,1.72810645847255,2.2898056533126
"443",1256,747,102374,18,"3/6/2006",2006,3,1,32,"4/11/1974","Alex","Corretja","ESP","ESP","EU",7,2.8733206018154,564,2.65066108042934,4,0.4,16,0.16,1.72810645847255,2.7005806932589
"444",1265,178,102381,207,"3/6/2000",2000,3,1,26,"4/26/1974","Werner","Eschauer","AUT","AUT","EU",11,2.25042000230889,2132,2.69098626796801,-2,-0.2,4,0.04,2.40489545077125,2.16704397699962
"445",1266,175,102381,226,"4/30/2001",2001,4,1,27,"4/26/1974","Werner","Eschauer","AUT","AUT","EU",11,2.24303804868629,1812,2.66035581663426,-1,-0.1,1,0.01,2.40489545077125,2.14904067747764
"446",1267,222,102381,163,"2/18/2002",2002,2,1,28,"4/26/1974","Werner","Eschauer","AUT","AUT","EU",11,2.34635297445064,1525,2.6489440291467,0,0,0,0,2.40489545077125,2.15250777456038
"447",1268,124,102381,324,"6/16/2003",2003,6,1,29,"4/26/1974","Werner","Eschauer","AUT","AUT","EU",11,2.09342168516224,1256,2.65461906279284,1,0.1,1,0.01,2.40489545077125,2.17744526824782
"448",1269,221,102381,172,"10/25/2004",2004,10,1,30,"4/26/1974","Werner","Eschauer","AUT","AUT","EU",11,2.34439227368511,989,2.64767086582772,2,0.2,4,0.04,2.40489545077125,2.22385315853998
"449",1270,269,102381,138,"6/6/2005",2005,6,1,31,"4/26/1974","Werner","Eschauer","AUT","AUT","EU",11,2.42975228000241,757,2.63472150560954,3,0.3,9,0.09,2.40489545077125,2.29173144543685
"450",1271,172,102381,244,"6/26/2006",2006,6,1,32,"4/26/1974","Werner","Eschauer","AUT","AUT","EU",11,2.23552844690755,564,2.65066108042934,4,0.4,16,0.16,2.40489545077125,2.38108012893843
"451",1272,72,102381,543,"7/2/2007",2007,7,1,33,"4/26/1974","Werner","Eschauer","AUT","AUT","EU",11,1.85733249643127,428,2.68458119667634,5,0.5,25,0.25,2.40489545077125,2.49189920904472
"452",1273,201,102381,194,"7/7/2008",2008,7,1,34,"4/26/1974","Werner","Eschauer","AUT","AUT","EU",11,2.30319605742049,293,2.71013733597808,6,0.6,36,0.36,2.40489545077125,2.62418868575572
"453",1274,1509,102381,1,"12/14/2009",2009,12,1,35,"4/26/1974","Werner","Eschauer","AUT","AUT","EU",11,3.17868923977559,205,2.75319183451524,7,0.7,49,0.49,2.40489545077125,2.77794855907144
"454",1275,1485,102381,1,"2/22/2010",2010,2,1,36,"4/26/1974","Werner","Eschauer","AUT","AUT","EU",11,3.17172645365323,129,2.76286169712753,8,0.8,64,0.64,2.40489545077125,2.95317882899186
"455",1276,199,102382,174,"4/17/2000",2000,4,0,26,"4/29/1974","Julian","Knowle","AUT","AUT","EU",10,2.29885307640971,2132,2.69098626796801,-2,-0.2,4,0.04,2.57657877927047,2.36854221511754
"456",1277,145,102382,273,"3/12/2001",2001,3,0,27,"4/29/1974","Julian","Knowle","AUT","AUT","EU",10,2.16136800223497,1812,2.66035581663426,-1,-0.1,1,0.01,2.57657877927047,2.36784675602354
"457",1278,102,102382,383,"4/22/2002",2002,4,0,28,"4/29/1974","Julian","Knowle","AUT","AUT","EU",10,2.00860017176192,1525,2.6489440291467,0,0,0,0,2.57657877927047,2.37802233781548
"458",1279,164,102382,221,"10/27/2003",2003,10,0,29,"4/29/1974","Julian","Knowle","AUT","AUT","EU",10,2.2148438480477,1256,2.65461906279284,1,0.1,1,0.01,2.57657877927047,2.39906896049335
"459",1280,238,102382,151,"4/12/2004",2004,4,0,30,"4/29/1974","Julian","Knowle","AUT","AUT","EU",10,2.37657695705651,989,2.64767086582772,2,0.2,4,0.04,2.57657877927047,2.43098662405717
"460",1281,527,102382,45,"7/4/2005",2005,7,0,31,"4/29/1974","Julian","Knowle","AUT","AUT","EU",10,2.72181061521255,757,2.63472150560954,3,0.3,9,0.09,2.57657877927047,2.47377532850692
"461",1282,866,102382,13,"6/5/2006",2006,6,0,32,"4/29/1974","Julian","Knowle","AUT","AUT","EU",10,2.93751789201735,564,2.65066108042934,4,0.4,16,0.16,2.57657877927047,2.52743507384261
"462",1283,1398,102382,2,"4/2/2007",2007,4,0,33,"4/29/1974","Julian","Knowle","AUT","AUT","EU",10,3.14550717140966,428,2.68458119667634,5,0.5,25,0.25,2.57657877927047,2.59196586006424
"463",1284,886,102382,12,"10/29/2012",2012,10,0,38,"4/29/1974","Julian","Knowle","AUT","AUT","EU",10,2.94743372188705,46,2.8876776209483,10,1,100,1,2.57657877927047,3.07768540446145
"464",1285,898,102382,12,"2/11/2013",2013,2,0,39,"4/29/1974","Julian","Knowle","AUT","AUT","EU",10,2.9532763366673,26,2.95604750677089,11,1.1,121,1.21,2.57657877927047,3.2074424359987
"465",1321,257,102401,131,"10/16/2000",2000,10,0,26,"6/5/1974","Scott","Draper","AUS","AUS","OC",7,2.40993312333129,2132,2.69098626796801,-2,-0.2,4,0.04,2.44305436117039,2.22057824956009
"466",1322,258,102401,131,"1/1/2001",2001,1,0,27,"6/5/1974","Scott","Draper","AUS","AUS","OC",7,2.41161970596323,1812,2.66035581663426,-1,-0.1,1,0.01,2.44305436117039,2.24993154637955
"467",1323,206,102401,180,"1/7/2002",2002,1,0,28,"6/5/1974","Scott","Draper","AUS","AUS","OC",7,2.31386722036915,1525,2.6489440291467,0,0,0,0,2.44305436117039,2.30537823995525
"468",1324,112,102401,340,"9/22/2003",2003,9,0,29,"6/5/1974","Scott","Draper","AUS","AUS","OC",7,2.04921802267018,1256,2.65461906279284,1,0.1,1,0.01,2.44305436117039,2.38691833028717
"469",1325,142,102401,279,"5/31/2004",2004,5,0,30,"6/5/1974","Scott","Draper","AUS","AUS","OC",7,2.15228834438306,989,2.64767086582772,2,0.2,4,0.04,2.44305436117039,2.49455181737533
"470",1326,724,102401,21,"10/10/2005",2005,10,0,31,"6/5/1974","Scott","Draper","AUS","AUS","OC",7,2.85973856619715,757,2.63472150560954,3,0.3,9,0.09,2.44305436117039,2.62827870121972
"471",1327,803,102401,16,"4/17/2006",2006,4,0,32,"6/5/1974","Scott","Draper","AUS","AUS","OC",7,2.90471554527868,564,2.65066108042934,4,0.4,16,0.16,2.44305436117039,2.78809898182034
"472",1379,61,102434,670,"6/26/2000",2000,6,1,26,"7/19/1974","Vincent","Spadea","USA","USA","NoA",12,1.78532983501077,2132,2.69098626796801,-2,-0.2,4,0.04,2.0194073995739,1.71690900399789
"473",1380,177,102434,220,"6/11/2001",2001,6,1,27,"7/19/1974","Vincent","Spadea","USA","USA","NoA",12,2.24797326636181,1812,2.66035581663426,-1,-0.1,1,0.01,2.0194073995739,1.67541639682269
"474",1381,73,102434,527,"6/17/2002",2002,6,1,28,"7/19/1974","Vincent","Spadea","USA","USA","NoA",12,1.86332286012046,1525,2.6489440291467,0,0,0,0,2.0194073995739,1.66275758618225
"475",1382,32,102434,995,"7/21/2003",2003,7,1,29,"7/19/1974","Vincent","Spadea","USA","USA","NoA",12,1.50514997831991,1256,2.65461906279284,1,0.1,1,0.01,2.0194073995739,1.67893257207659
"476",1383,24,102434,1135,"9/6/2004",2004,9,1,30,"7/19/1974","Vincent","Spadea","USA","USA","NoA",12,1.38021124171161,989,2.64767086582772,2,0.2,4,0.04,2.0194073995739,1.7239413545057
"477",1384,42,102434,810,"7/25/2005",2005,7,1,31,"7/19/1974","Vincent","Spadea","USA","USA","NoA",12,1.6232492903979,757,2.63472150560954,3,0.3,9,0.09,2.0194073995739,1.79778393346958
"478",1385,75,102434,515,"1/9/2006",2006,1,1,32,"7/19/1974","Vincent","Spadea","USA","USA","NoA",12,1.8750612633917,564,2.65066108042934,4,0.4,16,0.16,2.0194073995739,1.90046030896823
"479",1386,71,102434,544,"1/22/2007",2007,1,1,33,"7/19/1974","Vincent","Spadea","USA","USA","NoA",12,1.85125834871908,428,2.68458119667634,5,0.5,25,0.25,2.0194073995739,2.03197048100165
"480",1387,89,102434,510,"10/6/2008",2008,10,1,34,"7/19/1974","Vincent","Spadea","USA","USA","NoA",12,1.94939000664491,293,2.71013733597808,6,0.6,36,0.36,2.0194073995739,2.19231444956984
"481",1388,119,102434,779,"2/16/2009",2009,2,1,35,"7/19/1974","Vincent","Spadea","USA","USA","NoA",12,2.07554696139253,205,2.75319183451524,7,0.7,49,0.49,2.0194073995739,2.3814922146728
"482",1389,824,102434,13,"10/4/2010",2010,10,1,36,"7/19/1974","Vincent","Spadea","USA","USA","NoA",12,2.91592721169712,129,2.76286169712753,8,0.8,64,0.64,2.0194073995739,2.59950377631053
"483",1390,1447,102434,1,"5/23/2011",2011,5,1,37,"7/19/1974","Vincent","Spadea","USA","USA","NoA",12,3.16046853111904,82,2.80268707994552,9,0.9,81,0.81,2.0194073995739,2.84634913448303
"484",1395,91,102437,463,"8/14/2000",2000,8,1,26,"8/6/1974","Adrian","Voinea","ROU","ROU","EU",5,1.95904139232109,2132,2.69098626796801,-2,-0.2,4,0.04,2.09872509497283,1.93489075610344
"485",1396,110,102437,392,"6/18/2001",2001,6,1,27,"8/6/1974","Adrian","Voinea","ROU","ROU","EU",5,2.04139268515822,1812,2.66035581663426,-1,-0.1,1,0.01,2.09872509497283,1.98549017450156
"486",1397,67,102437,586,"9/23/2002",2002,9,1,28,"8/6/1974","Adrian","Voinea","ROU","ROU","EU",5,1.82607480270083,1525,2.6489440291467,0,0,0,0,2.09872509497283,2.06957259108059
"487",1398,128,102437,296,"7/14/2003",2003,7,1,29,"8/6/1974","Adrian","Voinea","ROU","ROU","EU",5,2.10720996964787,1256,2.65461906279284,1,0.1,1,0.01,2.09872509497283,2.1871380058405
"488",1399,363,102437,86,"4/19/2004",2004,4,1,30,"8/6/1974","Adrian","Voinea","ROU","ROU","EU",5,2.55990662503611,989,2.64767086582772,2,0.2,4,0.04,2.09872509497283,2.33818641878132
"489",1420,10,102450,1614,"1/31/2000",2000,1,1,26,"9/6/1974","Tim","Henman","GBR","GBR","EU",9,1,2132,2.69098626796801,-2,-0.2,4,0.04,1.35567986705515,0.932284908953689
"490",1421,10,102450,2215,"11/12/2001",2001,11,1,27,"9/6/1974","Tim","Henman","GBR","GBR","EU",9,1,1812,2.66035581663426,-1,-0.1,1,0.01,1.35567986705515,0.940445913631395
"491",1422,6,102450,2475,"3/18/2002",2002,3,1,28,"9/6/1974","Tim","Henman","GBR","GBR","EU",9,0.778151250383644,1525,2.6489440291467,0,0,0,0,1.35567986705515,0.992819943146068
"492",1423,28,102450,1130,"5/19/2003",2003,5,1,29,"9/6/1974","Tim","Henman","GBR","GBR","EU",9,1.44715803134222,1256,2.65461906279284,1,0.1,1,0.01,1.35567986705515,1.08940699749771
"493",1424,6,102450,2505,"6/21/2004",2004,6,1,30,"9/6/1974","Tim","Henman","GBR","GBR","EU",9,0.778151250383644,989,2.64767086582772,2,0.2,4,0.04,1.35567986705515,1.23020707668631
"494",1425,11,102450,1615,"7/4/2005",2005,7,1,31,"9/6/1974","Tim","Henman","GBR","GBR","EU",9,1.04139268515823,757,2.63472150560954,3,0.3,9,0.09,1.35567986705515,1.41522018071188
"495",1426,58,102450,670,"9/11/2006",2006,9,1,32,"9/6/1974","Tim","Henman","GBR","GBR","EU",9,1.76342799356294,564,2.65066108042934,4,0.4,16,0.16,1.35567986705515,1.64444630957441
"496",1427,71,102450,535,"7/23/2007",2007,7,1,33,"9/6/1974","Tim","Henman","GBR","GBR","EU",9,1.85125834871908,428,2.68458119667634,5,0.5,25,0.25,1.35567986705515,1.91788546327391
"497",1428,348,102450,95,"5/5/2008",2008,5,1,34,"9/6/1974","Tim","Henman","GBR","GBR","EU",9,2.54157924394658,293,2.71013733597808,6,0.6,36,0.36,1.35567986705515,2.23553764181038
"498",1439,75,102456,554,"6/26/2000",2000,6,1,26,"9/23/1974","Felix","Mantilla","ESP","ESP","EU",9,1.8750612633917,2132,2.69098626796801,-2,-0.2,4,0.04,2.04369909806961,1.70632605699205
"499",1440,79,102456,535,"4/30/2001",2001,4,1,27,"9/23/1974","Felix","Mantilla","ESP","ESP","EU",9,1.89762709129044,1812,2.66035581663426,-1,-0.1,1,0.01,2.04369909806961,1.7170745334195
"500",1441,48,102456,780,"5/27/2002",2002,5,1,28,"9/23/1974","Felix","Mantilla","ESP","ESP","EU",9,1.68124123737559,1525,2.6489440291467,0,0,0,0,2.04369909806961,1.75992268299091
"501",1442,22,102456,1265,"11/17/2003",2003,11,1,29,"9/23/1974","Felix","Mantilla","ESP","ESP","EU",9,1.34242268082221,1256,2.65461906279284,1,0.1,1,0.01,2.04369909806961,1.83487050570628
"502",1443,90,102456,465,"9/6/2004",2004,9,1,30,"9/23/1974","Felix","Mantilla","ESP","ESP","EU",9,1.95424250943932,989,2.64767086582772,2,0.2,4,0.04,2.04369909806961,1.94191800156561
"503",1444,101,102456,414,"9/12/2005",2005,9,1,31,"9/23/1974","Felix","Mantilla","ESP","ESP","EU",9,2.00432137378264,757,2.63472150560954,3,0.3,9,0.09,2.04369909806961,2.08106517056891
"504",1445,230,102456,166,"5/8/2006",2006,5,1,32,"9/23/1974","Felix","Mantilla","ESP","ESP","EU",9,2.36172783601759,564,2.65066108042934,4,0.4,16,0.16,2.04369909806961,2.25231201271616
"505",1446,423,102456,72,"9/24/2007",2007,9,1,33,"9/23/1974","Felix","Mantilla","ESP","ESP","EU",9,2.62634036737504,428,2.68458119667634,5,0.5,25,0.25,2.04369909806961,2.45565852800738
"506",1447,447,102456,65,"4/21/2008",2008,4,1,34,"9/23/1974","Felix","Mantilla","ESP","ESP","EU",9,2.65030752313194,293,2.71013733597808,6,0.6,36,0.36,2.04369909806961,2.69110471644256
"507",1470,1078,102464,3,"1/31/2000",2000,1,1,26,"10/13/1974","Todd","Larkham","AUS","AUS","OC",6,3.03261876085072,2132,2.69098626796801,-2,-0.2,4,0.04,2.62997842196734,2.49047177234092
"508",1471,300,102464,104,"7/2/2001",2001,7,1,27,"10/13/1974","Todd","Larkham","AUS","AUS","OC",6,2.47712125471966,1812,2.66035581663426,-1,-0.1,1,0.01,2.62997842196734,2.51180584810602
"509",1472,215,102464,163,"7/29/2002",2002,7,1,28,"10/13/1974","Todd","Larkham","AUS","AUS","OC",6,2.33243845991561,1525,2.6489440291467,0,0,0,0,2.62997842196734,2.55437683588483
"510",1473,178,102464,201,"5/5/2003",2003,5,1,29,"10/13/1974","Todd","Larkham","AUS","AUS","OC",6,2.25042000230889,1256,2.65461906279284,1,0.1,1,0.01,2.62997842196734,2.61818473567733
"511",1474,332,102464,92,"7/5/2004",2004,7,1,30,"10/13/1974","Todd","Larkham","AUS","AUS","OC",6,2.52113808370404,989,2.64767086582772,2,0.2,4,0.04,2.62997842196734,2.70322954748353
"512",1475,1466,102464,1,"2/14/2005",2005,2,1,31,"10/13/1974","Todd","Larkham","AUS","AUS","OC",6,3.16613397030511,757,2.63472150560954,3,0.3,9,0.09,2.62997842196734,2.80951127130343
"513",1489,183,102469,192,"5/22/2000",2000,5,1,26,"10/25/1974","Solon","Peppas","GRE","GRC","EU",6,2.26245108973043,2132,2.69098626796801,-2,-0.2,4,0.04,2.59320054460505,2.34100331587876
"514",1490,237,102469,150,"6/11/2001",2001,6,1,27,"10/25/1974","Solon","Peppas","GRE","GRC","EU",6,2.3747483460101,1812,2.66035581663426,-1,-0.1,1,0.01,2.59320054460505,2.4006531415951
"515",1491,350,102469,85,"6/24/2002",2002,6,1,28,"10/25/1974","Solon","Peppas","GRE","GRC","EU",6,2.54406804435028,1525,2.6489440291467,0,0,0,0,2.59320054460505,2.48848943236449
"516",1492,549,102469,33,"3/10/2003",2003,3,1,29,"10/25/1974","Solon","Peppas","GRE","GRC","EU",6,2.73957234445009,1256,2.65461906279284,1,0.1,1,0.01,2.59320054460505,2.60451218818692
"517",1493,599,102469,27,"8/16/2004",2004,8,1,30,"10/25/1974","Solon","Peppas","GRE","GRC","EU",6,2.77742682238931,989,2.64767086582772,2,0.2,4,0.04,2.59320054460505,2.74872140906239
"518",1494,726,102469,20,"5/16/2005",2005,5,1,31,"10/25/1974","Solon","Peppas","GRE","GRC","EU",6,2.86093662070009,757,2.63472150560954,3,0.3,9,0.09,2.59320054460505,2.92111709499091
"519",1501,211,102472,183,"12/25/2000",2000,12,1,26,"10/27/1974","Marcello","Craca","GER","DEU","EU",6,2.32428245529769,2132,2.69098626796801,-2,-0.2,4,0.04,2.54086403064783,2.34789645443721
"520",1502,244,102472,138,"6/25/2001",2001,6,1,27,"10/27/1974","Marcello","Craca","GER","DEU","EU",6,2.38738982633873,1812,2.66035581663426,-1,-0.1,1,0.01,2.54086403064783,2.38718015498651
"521",1503,493,102472,44,"1/21/2002",2002,1,1,28,"10/27/1974","Marcello","Craca","GER","DEU","EU",6,2.69284691927723,1525,2.6489440291467,0,0,0,0,2.54086403064783,2.45175309308609
"522",1504,253,102472,139,"12/15/2003",2003,12,1,29,"10/27/1974","Marcello","Craca","GER","DEU","EU",6,2.40312052117582,1256,2.65461906279284,1,0.1,1,0.01,2.54086403064783,2.54161526873597
"523",1505,358,102472,87,"5/31/2004",2004,5,1,30,"10/27/1974","Marcello","Craca","GER","DEU","EU",6,2.55388302664387,989,2.64767086582772,2,0.2,4,0.04,2.54086403064783,2.65676668193614
"524",1506,765,102472,17,"5/2/2005",2005,5,1,31,"10/27/1974","Marcello","Craca","GER","DEU","EU",6,2.88366143515362,757,2.63472150560954,3,0.3,9,0.09,2.54086403064783,2.79720733268661
"525",1519,131,102477,300,"9/4/2000",2000,9,1,26,"11/4/1974","Gaston","Etlis","ARG","ARG","SA",7,2.11727129565576,2132,2.69098626796801,-2,-0.2,4,0.04,2.54060650158329,2.11293534573545
"526",1520,199,102477,194,"4/23/2001",2001,4,1,27,"11/4/1974","Gaston","Etlis","ARG","ARG","SA",7,2.29885307640971,1812,2.66035581663426,-1,-0.1,1,0.01,2.54060650158329,2.19255425425672
"527",1521,183,102477,199,"7/22/2002",2002,7,1,28,"11/4/1974","Gaston","Etlis","ARG","ARG","SA",7,2.26245108973043,1525,2.6489440291467,0,0,0,0,2.54060650158329,2.30950649003863
"528",1522,227,102477,156,"12/15/2003",2003,12,1,29,"11/4/1974","Gaston","Etlis","ARG","ARG","SA",7,2.35602585719312,1256,2.65461906279284,1,0.1,1,0.01,2.54060650158329,2.4637920530812
"529",1523,288,102477,122,"5/24/2004",2004,5,1,30,"11/4/1974","Gaston","Etlis","ARG","ARG","SA",7,2.45939248775923,989,2.64767086582772,2,0.2,4,0.04,2.54060650158329,2.65541094338442
"530",1524,1305,102477,3,"6/13/2005",2005,6,1,31,"11/4/1974","Gaston","Etlis","ARG","ARG","SA",7,3.1156105116743,757,2.63472150560954,3,0.3,9,0.09,2.54060650158329,2.88436316094829
"531",1525,1495,102477,1,"1/9/2006",2006,1,1,32,"11/4/1974","Gaston","Etlis","ARG","ARG","SA",7,3.17464119266045,564,2.65066108042934,4,0.4,16,0.16,2.54060650158329,3.15064870577282
"532",1547,122,102494,327,"6/12/2000",2000,6,1,26,"12/12/1974","Tomas","Behrend","GER","DEU","EU",8,2.08635983067475,2132,2.69098626796801,-2,-0.2,4,0.04,2.15753089044073,2.05131463637366
"533",1548,138,102494,287,"5/7/2001",2001,5,1,27,"12/12/1974","Tomas","Behrend","GER","DEU","EU",8,2.13987908640124,1812,2.66035581663426,-1,-0.1,1,0.01,2.15753089044073,2.03703338649649
"534",1549,142,102494,276,"9/2/2002",2002,9,1,28,"12/12/1974","Tomas","Behrend","GER","DEU","EU",8,2.15228834438306,1525,2.6489440291467,0,0,0,0,2.15753089044073,2.04484650753384
"535",1550,98,102494,406,"6/30/2003",2003,6,1,29,"12/12/1974","Tomas","Behrend","GER","DEU","EU",8,1.99122607569249,1256,2.65461906279284,1,0.1,1,0.01,2.15753089044073,2.07475399948571
"536",1551,135,102494,305,"6/28/2004",2004,6,1,30,"12/12/1974","Tomas","Behrend","GER","DEU","EU",8,2.13033376849501,989,2.64767086582772,2,0.2,4,0.04,2.15753089044073,2.12675586235209
"537",1552,89,102494,457,"5/30/2005",2005,5,1,31,"12/12/1974","Tomas","Behrend","GER","DEU","EU",8,1.94939000664491,757,2.63472150560954,3,0.3,9,0.09,2.15753089044073,2.200852096133
"538",1553,154,102494,270,"6/26/2006",2006,6,1,32,"12/12/1974","Tomas","Behrend","GER","DEU","EU",8,2.18752072083646,564,2.65066108042934,4,0.4,16,0.16,2.15753089044073,2.29704270082842
"539",1554,420,102494,69,"6/18/2007",2007,6,1,33,"12/12/1974","Tomas","Behrend","GER","DEU","EU",8,2.6232492903979,428,2.68458119667634,5,0.5,25,0.25,2.15753089044073,2.41532767643836
"540",1595,308,102512,96,"3/20/2000",2000,3,1,25,"1/17/1975","Joseph","Sirianni","AUS","AUS","OC",12,2.48855071650044,2419,2.72126118487531,-3,-0.3,9,0.09,2.53230984773567,2.57617856013637
"541",1596,389,102512,68,"5/28/2001",2001,5,1,26,"1/17/1975","Joseph","Sirianni","AUS","AUS","OC",12,2.58994960132571,2132,2.69098626796801,-2,-0.2,4,0.04,2.53230984773567,2.5358479324043
"542",1597,397,102512,68,"6/17/2002",2002,6,1,27,"1/17/1975","Joseph","Sirianni","AUS","AUS","OC",12,2.59879050676312,1812,2.66035581663426,-1,-0.1,1,0.01,2.53230984773567,2.50496830745732
"543",1598,215,102512,155,"4/28/2003",2003,4,1,28,"1/17/1975","Joseph","Sirianni","AUS","AUS","OC",12,2.33243845991561,1525,2.6489440291467,0,0,0,0,2.53230984773567,2.48353968529546
"544",1599,377,102512,78,"7/12/2004",2004,7,1,29,"1/17/1975","Joseph","Sirianni","AUS","AUS","OC",12,2.57634135020579,1256,2.65461906279284,1,0.1,1,0.01,2.53230984773567,2.47156206591869
"545",1600,565,102512,36,"8/1/2005",2005,8,1,30,"1/17/1975","Joseph","Sirianni","AUS","AUS","OC",12,2.75204844781944,989,2.64767086582772,2,0.2,4,0.04,2.53230984773567,2.46903544932704
