"","X","rank","player","points","date","year","month","right_hand","age","birthdate","last_name","first_name","avg_playtime","avg_aces","total_matches","avg_1stin","avg_1stWon","avg_2ndWon","avg_bpSaved","avg_bpFaced","avg_svpt","countries","countries_iso","continent","obs.by.player","rank_sqrt","obs.by.age","mean.rank","p.first.won","p.serves.won","p.breaks.saved","c.first.won","z.first.won","c.serves.won","z.serves.won","c.breaks.saved","z.breaks.saved","c.avg.aces","z.avg.aces","age.27","age.27sq","age.2.7","age.2.7sq","predicted.rank.final.model"
"205",571,75,102434,515,"1/9/2006",2006,1,1,32,"7/19/1974","Spadea","Vincent",91.76595745,3.127659574,47,42.4893617,29.17021277,16.23404255,4.191489362,7.361702128,75.08510638,"USA","USA","NoA",12,8.66025403784439,236,10.4285456051551,0.686529794821559,0.604703882154905,0.569364161863845,0.000346187764684092,0.0190474524552916,-0.00208878318859218,-0.100412990773047,-0.0204320761046877,-0.491257482063778,-0.8108721429,-1.12647779975689,5,25,0.5,2.5,9.75384384099452
"206",572,71,102434,544,"1/22/2007",2007,1,1,33,"7/19/1974","Spadea","Vincent",97.73333333,3.333333333,45,44.95555556,30.71111111,16.57777778,5.4,8.422222222,78.37777778,"USA","USA","NoA",12,8.42614977317636,181,10.4285456051551,0.68314384568135,0.603345619503733,0.641160949884991,-0.00303976137552453,-0.167249441436992,-0.00344704583976407,-0.165708046671799,0.0513647119164589,1.23498458569375,-0.6051983839,-0.84075220721471,6,36,0.6,3.6,11.0487328019467
"207",573,89,102434,510,"10/6/2008",2008,10,1,34,"7/19/1974","Spadea","Vincent",93.5,3.019230769,52,46.98076923,31.03846154,15.26923077,4.576923077,7.615384615,75.78846154,"USA","USA","NoA",12,9.4339811320566,121,10.4285456051551,0.660663119159405,0.611012433410586,0.601010101050556,-0.0255204878974696,-1.40415210891835,0.00421976806708901,0.202854721494859,0.0112138630820239,0.269619891471485,-0.9193009479,-1.27710899698835,7,49,0.7,4.9,13.4390797115598
"208",574,119,102434,779,"2/16/2009",2009,2,1,35,"7/19/1974","Spadea","Vincent",105.3225806,3.709677419,31,51.5483871,35.4516129,17.90322581,4.612903226,8,87.4516129,"USA","USA","NoA",12,10.9087121146357,85,10.4285456051551,0.687734668229804,0.61010697162339,0.57661290325,0.00155106117292925,0.0853402891739351,0.00331430627989326,0.159326926662158,-0.0131833347185322,-0.316972772901146,-0.2288542979,-0.317928403658445,8,64,0.8,6.4,15.4676707272298
"209",575,824,102434,13,"10/4/2010",2010,10,1,36,"7/19/1974","Spadea","Vincent",75,4.636363636,11,36.81818182,24.63636364,13.81818182,4,8.090909091,66.45454545,"USA","USA","NoA",12,28.7054001888146,52,10.4285456051551,0.669135802534857,0.578659370846693,0.494382022466355,-0.0170478045220172,-0.93798013455658,-0.0281332944968034,-1.35243727360087,-0.0954142155021769,-2.29408636795045,0.6978319191,0.969440338666115,9,81,0.9,8.1,19.8220991385981
"210",577,91,102437,463,"8/14/2000",2000,8,1,26,"8/6/1974","Voinea","Adrian",100.2285714,5.685714286,35,44.57142857,31.11428571,19.05714286,4.114285714,7.657142857,82.6,"ROU","ROU","EU",5,9.53939201416946,540,11.7158201299972,0.698076923003144,0.607402282929782,0.537313432808532,-0.00345677963511704,-0.376903538346831,0.00340554903691981,0.654555526277342,-0.0113270856195559,-0.706563521868711,0.0649499243999996,0.109641201103486,-1,1,-0.1,0.1,8.94947263023183
"211",578,110,102437,392,"6/18/2001",2001,6,1,27,"8/6/1974","Voinea","Adrian",88.44827586,5.862068966,29,42.13793103,29.55172414,14.20689655,3.620689655,6.724137931,73.10344828,"ROU","ROU","EU",5,10.4880884817015,491,11.7158201299972,0.701309329092611,0.598584905631212,0.538461538438659,-0.000224373545649859,-0.0244641522438247,-0.0054118282616501,-1.04016769617004,-0.010178979989429,-0.63494672786309,0.2413046044,0.407343455787265,0,0,0,0,10.6352381561272
"212",579,67,102437,586,"9/23/2002",2002,9,1,28,"8/6/1974","Voinea","Adrian",86.40909091,4.681818182,22,35.68181818,25.45454545,15.13636364,3.727272727,6.590909091,67.09090909,"ROU","ROU","EU",5,8.18535277187245,481,11.7158201299972,0.713375796087306,0.605013550130149,0.565517241330131,0.0118420934490453,1.29118063443691,0.001016816237287,0.195434768405718,0.0168767229020429,1.05274005792651,-0.9389461796,-1.58502396813989,1,1,0.1,0.1,10.3421137453827
"213",580,128,102437,296,"7/14/2003",2003,7,1,29,"8/6/1974","Voinea","Adrian",107.6486486,6.297297297,37,49.2972973,34.81081081,20.32432432,4.702702703,8.297297297,90.35135135,"ROU","ROU","EU",5,11.3137084989848,419,11.7158201299972,0.706140350822032,0.610230331989384,0.566775244355813,0.00460664818377132,0.502277316940867,0.0062335980965218,1.19811403049438,0.018134725927725,1.13121205665607,0.6765329354,1.14204726654499,2,4,0.2,0.4,11.6528222038311
"214",581,363,102437,86,"4/19/2004",2004,4,1,30,"8/6/1974","Voinea","Adrian",88.34615385,5.576923077,26,41.76923077,28.76923077,15.53846154,3.807692308,7.115384615,74,"ROU","ROU","EU",5,19.0525588832576,362,11.7158201299972,0.688766114186211,0.598752598783784,0.535135135207305,-0.0127675884520499,-1.39209026078714,-0.00524413510907851,-1.00793662900741,-0.0135053832207832,-0.842441864850787,-0.0438412846,-0.0740079552958462,3,9,0.3,0.9,16.0784281752858
"215",590,10,102450,1614,"1/31/2000",2000,1,1,26,"9/6/1974","Henman","Tim",113.1641791,7.119402985,67,47.80597015,36.52238806,19.01492537,4.328358209,6.925373134,86.74626866,"GBR","GBR","EU",9,3.16227766016838,540,6.05870480040062,0.763971276922198,0.640227116254155,0.625000000036099,0.032397369931461,1.17227344088154,-0.00408343147797852,-0.366209497004921,-0.00810833013025614,-0.247831978203324,1.58345953066667,1.10095555082431,-1,1,-0.1,0.1,3.35683995008368
"216",591,10,102450,2215,"11/12/2001",2001,11,1,27,"9/6/1974","Henman","Tim",106.6578947,6.921052632,76,43.39473684,33.56578947,17.96052632,4.592105263,6.526315789,78.36842105,"GBR","GBR","EU",9,3.16227766016838,491,6.05870480040062,0.773499090310418,0.657488247174529,0.703629032284941,0.041925183319681,1.51702990130765,0.0131776994423958,1.18179984420132,0.0705207021185855,2.15547280754148,1.38510917766667,0.96304553928687,0,0,0,0,1.56966354944888
"217",592,6,102450,2475,"3/18/2002",2002,3,1,28,"9/6/1974","Henman","Tim",113.6231884,4.869565217,69,49.44927536,36.57971014,17.05797101,4.260869565,6.507246377,82.44927536,"GBR","GBR","EU",9,2.44948974278318,481,6.05870480040062,0.739742086687678,0.650553700027085,0.654788418655875,0.00816817969694117,0.295559180863425,0.00624315229495176,0.559897153653531,0.0216800884895194,0.662654224934842,-0.666378237333333,-0.463322746891909,1,1,0.1,0.1,2.88535869618991
"218",593,28,102450,1130,"5/19/2003",2003,5,1,29,"9/6/1974","Henman","Tim",114.796875,3.3125,64,51.703125,35.9375,15.578125,4.265625,6.734375,81.484375,"GBR","GBR","EU",9,5.29150262212918,419,6.05870480040062,0.695074040495618,0.632214765100671,0.633410672853828,-0.0364998664951193,-1.32071906387682,-0.0120957826314626,-1.0847715939981,0.000302342687473089,0.00924113660002124,-2.22344345433333,-1.54592672915464,2,4,0.2,0.4,5.10124671079268
"219",594,6,102450,2505,"6/21/2004",2004,6,1,30,"9/6/1974","Henman","Tim",108.2173913,4.804347826,46,45.63043478,33.47826087,16.56521739,3.826086957,6.347826087,77.23913043,"GBR","GBR","EU",9,2.44948974278318,362,6.05870480040062,0.733682706101973,0.64790318043978,0.602739726098611,0.00210879911123596,0.0763052431566636,0.00359263270764643,0.322193778415485,-0.0303686040677439,-0.928219633448092,-0.731595628333333,-0.508667416105842,3,9,0.3,0.9,5.0825283235537
"220",595,11,102450,1615,"7/4/2005",2005,7,1,31,"9/6/1974","Henman","Tim",118.85,6.05,60,51.26666667,38.1,19.05,3.366666667,5.683333333,86.48333333,"GBR","GBR","EU",9,3.3166247903554,302,6.05870480040062,0.743172951837245,0.660820967456574,0.592375366662309,0.0115990448465076,0.419702347502924,0.0165104197244408,1.48068420769014,-0.0407329635040459,-1.24500738883613,0.514056545666667,0.357415769982458,4,16,0.4,1.6,5.7785853685244
"221",596,58,102450,670,"9/11/2006",2006,9,1,32,"9/6/1974","Henman","Tim",113.2682927,4.43902439,41,49.73170732,36.29268293,15.90243902,3.951219512,6.414634146,80.73170732,"GBR","GBR","EU",9,7.61577310586391,236,6.05870480040062,0.729769494871225,0.646525679719763,0.61596958175142,-0.00180441211951243,-0.0652912384117658,0.00221513198762979,0.198657030334448,-0.0171387484149348,-0.523847679530556,-1.09691906433333,-0.762671296167794,5,25,0.5,2.5,8.27785759547685
"222",597,71,102450,535,"7/23/2007",2007,7,1,33,"9/6/1974","Henman","Tim",102.6470588,4.745098039,51,46.58823529,33.03921569,14.92156863,4,6.392156863,75.82352941,"GBR","GBR","EU",9,8.42614977317636,181,6.05870480040062,0.70917508431773,0.632531678401067,0.62576687114069,-0.0223988226730072,-0.810483844279068,-0.0117788693310663,-1.05635023785238,-0.00734145902566496,-0.224392480819194,-0.790845415333333,-0.549862900183256,6,36,0.6,3.6,11.3435337915174
"223",598,348,102450,95,"5/5/2008",2008,5,1,34,"9/6/1974","Henman","Tim",129.25,7.5625,16,63.75,44.375,18.875,6,9.3125,100.3125,"GBR","GBR","EU",9,18.6547581061776,121,6.05870480040062,0.696078431372549,0.630529595015576,0.644295302013423,-0.0354954756181883,-1.28437596714456,-0.0137809527165573,-1.23590068543954,0.0111869718470675,0.341930991760945,2.02655654566667,1.4090342284098,7,49,0.7,4.9,14.0344836694046
"224",602,75,102456,554,"6/26/2000",2000,6,1,26,"9/23/1974","Mantilla","Felix",101.6296296,3.703703704,54,44.2037037,30.74074074,17.24074074,4.018518519,6.907407407,77.7962963,"ESP","ESP","EU",8,8.66025403784439,540,9.12421813356972,0.695433598700916,0.616757914733789,0.581769437101338,0.0219879997134778,1.36894427218339,0.0103313700753348,0.71807956249114,0.00802573162887343,0.276125093328523,0.796791030428571,1.30558400388114,-1,1,-0.1,0.1,6.2069553474943
"225",603,79,102456,535,"4/30/2001",2001,4,1,27,"9/23/1974","Mantilla","Felix",89.96875,1.8125,32,39.96875,25.75,13.3125,3.3125,6.28125,65.625,"ESP","ESP","EU",8,8.88819441731559,491,9.12421813356972,0.644253322908522,0.595238095238095,0.527363184079602,-0.0291922760789161,-1.81747315130866,-0.0111884494203592,-0.777650670350752,-0.0463805213928621,-1.59572066329201,-1.09441267357143,-1.7932527170783,0,0,0,0,8.67730736158008
"226",604,48,102456,780,"5/27/2002",2002,5,1,28,"9/23/1974","Mantilla","Felix",104.5,3.391304348,46,42.91304348,29.08695652,16.06521739,3.913043478,6.826086957,74.7173913,"ESP","ESP","EU",8,6.92820323027551,481,9.12421813356972,0.677811550083979,0.604306080878924,0.573248407564932,0.00436595109654092,0.27181843842662,-0.00212046377953068,-0.147382359936841,-0.000495297907532444,-0.0170407119583708,0.484391674428571,0.79370123105802,1,1,0.1,0.1,7.73892498146203
"227",605,22,102456,1265,"11/17/2003",2003,11,1,29,"9/23/1974","Mantilla","Felix",99.03921569,2.647058824,51,43.96078431,29.50980392,13.74509804,4.176470588,7.176470588,71.43137255,"ESP","ESP","EU",8,4.69041575982343,419,9.12421813356972,0.671275646765184,0.605544880573627,0.581967213101048,-0.00216995222225447,-0.135098403869182,-0.000881664084827705,-0.0612798646917808,0.00822350762858404,0.282929571587149,-0.259853849571428,-0.42578419735086,2,4,0.2,0.4,8.53648745623621
"228",606,90,102456,465,"9/6/2004",2004,9,1,30,"9/23/1974","Mantilla","Felix",107.7291667,2.979166667,48,50.375,34.4375,16.6875,4.020833333,7.291666667,80.70833333,"ESP","ESP","EU",8,9.48683298050514,362,9.12421813356972,0.683622828784119,0.633453794553782,0.551428571357649,0.0101772297966807,0.633621094160757,0.0270272498953278,1.8785229489078,-0.0223151341148152,-0.767751623780222,0.0722539934285713,0.118391967823906,3,9,0.3,0.9,8.55727180699228
"229",607,101,102456,414,"9/12/2005",2005,9,1,31,"9/23/1974","Mantilla","Felix",105.65625,3.125,32,46.625,31,17.46875,5.84375,9.40625,81.71875,"ESP","ESP","EU",8,10.0498756211209,302,9.12421813356972,0.664879356568365,0.593116634799235,0.621262458471761,-0.00856624241907378,-0.533323114723231,-0.0133099098592193,-0.925102302870996,0.0475187529992966,1.63488149286991,0.218087326428571,0.357347552822224,4,16,0.4,1.6,11.3827087138311
"230",608,230,102456,166,"5/8/2006",2006,5,1,32,"9/23/1974","Mantilla","Felix",108.1724138,2.689655172,29,46.31034483,31.34482759,15.4137931,4.793103448,8.275862069,78.37931034,"ESP","ESP","EU",8,15.1657508881031,236,9.12421813356972,0.676842889100984,0.596568411831729,0.57916666663092,0.00339729011354528,0.211510865130328,-0.00985813282672565,-0.685187313548566,0.00542296115845597,0.18657684124504,-0.217257501571428,-0.355987841156135,5,25,0.5,2.5,13.1361308035138
"231",638,138,102494,287,"5/7/2001",2001,5,1,27,"12/12/1974","Behrend","Tomas",93.55555556,3,18,46.5,31,14.33333333,4.888888889,8.666666667,77.61111111,"GER","DEU","EU",8,11.7473401244707,491,12.9367036268121,0.666666666666667,0.584108804546659,0.564102564093688,-0.00233754100968764,-0.119453564501278,-0.000491706736659214,-0.021593691366711,-0.0027589646692876,-0.0751937359469825,-0.602419108666667,-0.61264176145955,0,0,0,0,9.74793878479351
"232",639,142,102494,276,"9/2/2002",2002,9,1,28,"12/12/1974","Behrend","Tomas",99.15384615,2.307692308,13,41.92307692,26.69230769,14.07692308,5.307692308,9.307692308,72.84615385,"GER","DEU","EU",8,11.916375287813,481,12.9367036268121,0.636697247698106,0.559662090794104,0.570247933898504,-0.0323069599782481,-1.65095778495778,-0.0249384204892135,-1.09519051716911,0.00338640513552824,0.0922942060132166,-1.29472680066667,-1.31669745590393,1,1,0.1,0.1,11.3249894035894
"233",641,135,102494,305,"6/28/2004",2004,6,1,30,"12/12/1974","Behrend","Tomas",93.15384615,5.153846154,26,48.03846154,33.53846154,14,4.115384615,6.961538462,76.61538462,"GER","DEU","EU",8,11.6189500386223,362,12.9367036268121,0.698158526831124,0.620481927693545,0.591160220900034,0.0291543191547695,1.48985080014082,0.0358814164102274,1.57576086312579,0.0242986921370576,0.662244595137462,1.55142704533333,1.57775373349738,3,9,0.3,0.9,10.449951505603
"234",642,89,102494,457,"5/30/2005",2005,5,1,31,"12/12/1974","Behrend","Tomas",74.93333333,3.4,15,40.33333333,27.13333333,10.13333333,4.333333333,7.133333333,62.66666667,"GER","DEU","EU",8,9.4339811320566,302,12.9367036268121,0.672727272700225,0.594680850925815,0.607476635495676,0.0037230650238711,0.19025693501346,0.0100803396424969,0.442686111218689,0.0406151067327004,1.1069375570894,-0.202419108666667,-0.20585402671089,4,16,0.4,1.6,12.6662463698718
"235",643,154,102494,270,"6/26/2006",2006,6,1,32,"12/12/1974","Behrend","Tomas",94.52380952,4.19047619,21,46.9047619,31.42857143,14.0952381,4.761904762,8.380952381,77.42857143,"GER","DEU","EU",8,12.4096736459909,236,12.9367036268121,0.670050761519802,0.587945879527898,0.568181818189954,0.00104655384344787,0.0534812379865226,0.00334536824457976,0.146914500037687,0.00132028942697748,0.0359836048829768,0.588057081333333,0.598036020046238,5,25,0.5,2.5,14.6612025934088
"236",644,420,102494,69,"6/18/2007",2007,6,1,33,"12/12/1974","Behrend","Tomas",88.0625,3.5625,16,40.875,27.375,13.3125,3.9375,7.875,72.5625,"GER","DEU","EU",8,20.4939015319192,181,12.9367036268121,0.669724770642202,0.560723514211886,0.5,0.000720562965847549,0.036822376318268,-0.0238769970714316,-1.04857726584637,-0.066861528762976,-1.82226622717607,-0.0399191086666666,-0.0405965094692473,6,36,0.6,3.6,17.5809341664207
"237",683,85,102539,477,"7/17/2000",2000,7,1,25,"2/23/1975","Ulihrach","Bohdan",103.8787879,3.96969697,33,52.57575758,35.72727273,18.48484848,5.060606061,8.727272727,89.93939394,"CZE","CZE","EU",9,9.21954445729289,513,11.5267100810949,0.679538904896176,0.602762803206855,0.579861111174371,0.0111659347839139,0.479798521447641,0.00684087216500029,0.499206930990607,-0.00415399647043979,-0.141683176517361,0.936742883142857,1.37017076030241,-2,4,-0.2,0.4,7.40929920189415
"238",684,40,102539,859,"5/7/2001",2001,5,1,26,"2/23/1975","Ulihrach","Bohdan",92.25,2.65625,32,43.4375,28.59375,14.125,5.46875,9.15625,74.09375,"CZE","CZE","EU",9,6.32455532033676,540,11.5267100810949,0.658273381294964,0.576549978911852,0.597269624573379,-0.0100995888172976,-0.43397779725075,-0.0193719521300029,-1.41365202226598,0.0132545169285685,0.452080803391704,-0.376704086857143,-0.551003839352749,-1,1,-0.1,0.1,9.0729370480799
"239",685,52,102539,740,"6/24/2002",2002,6,1,27,"2/23/1975","Ulihrach","Bohdan",92.20338983,3.033898305,59,44.28813559,30.59322034,15.49152542,3.898305085,7.050847458,76.52542373,"CZE","CZE","EU",9,7.21110255092798,491,11.5267100810949,0.690776884879926,0.602214839379368,0.552884615391434,0.0224039147676647,0.962692814187885,0.00629290833751317,0.459219728479609,-0.0311304922533764,-1.06178882442346,0.000944218142857167,0.0013811047983085,0,0,0,0,8.83286064636088
"240",686,166,102539,230,"7/21/2003",2003,7,1,28,"2/23/1975","Ulihrach","Bohdan",83.64583333,3.4375,48,45.04166667,30.27083333,13.64583333,3.979166667,6.75,72.04166667,"CZE","CZE","EU",9,12.8840987267251,481,11.5267100810949,0.672062904594112,0.609600925269654,0.589506172888889,0.00368993448185029,0.158555924147164,0.0136789942277996,0.998213175570688,0.0054910652440785,0.187287488514104,0.404545913142857,0.591727987864147,1,1,0.1,0.1,9.84126377110669
"241",687,125,102539,354,"8/30/2004",2004,8,1,29,"2/23/1975","Ulihrach","Bohdan",79.44444444,3.222222222,9,44.88888889,29.77777778,12.44444444,5.333333333,8.333333333,70.11111111,"CZE","CZE","EU",9,11.1803398874989,419,11.5267100810949,0.663366336666748,0.602218700453284,0.6399999999856,-0.00500663344551322,-0.215134278596022,0.00629676941142954,0.459501487122898,0.0559848923407895,1.90951471438919,0.189268135142857,0.276841884039336,2,4,0.2,0.4,11.6951266051172
"242",688,120,102539,363,"7/4/2005",2005,7,1,30,"2/23/1975","Ulihrach","Bohdan",77.73333333,3.133333333,30,39.23333333,27.1,13.66666667,3.466666667,6.2,67.7,"CZE","CZE","EU",9,10.9544511501033,362,11.5267100810949,0.690739167433368,0.602166420531758,0.559139785,0.0223661973211062,0.961072101238926,0.0062444894899033,0.455686403527115,-0.0248753226448103,-0.848439509828912,0.100379246142857,0.146824395980136,3,9,0.3,0.9,14.3445113919895
"243",689,525,102539,43,"3/20/2006",2006,3,1,31,"2/23/1975","Ulihrach","Bohdan",80.33333333,1.777777778,9,48.44444444,30.22222222,12.33333333,4.555555556,8,73.88888889,"CZE","CZE","EU",9,22.9128784747792,302,11.5267100810949,0.623853211020537,0.575939849540211,0.5694444445,-0.0445197590917246,-1.91300728517485,-0.019982081501643,-1.45817570342494,-0.0145706631448104,-0.496971495525275,-1.25517630885714,-1.83594229363159,4,16,0.4,1.6,19.0672385199826
"244",692,81,102548,523,"4/10/2000",2000,4,1,25,"3/2/1975","Marin","Juan Antonio",97.975,2.1,40,44.075,28.375,16.55,4.9,8.625,77.55,"CRC","CRI","NoA",9,9,513,12.2752119767241,0.643788996029495,0.579303675048356,0.568115942028986,0.00540043218410291,0.169562383216238,0.0112856454292832,0.549653861693941,0.0271732653856583,0.390748015303629,-0.0858368165000001,-0.158422736281129,-2,4,-0.2,0.4,9.66964138236782
"245",693,128,102548,309,"3/5/2001",2001,3,1,26,"3/2/1975","Marin","Juan Antonio",92.34482759,1.655172414,29,41.27586207,25.68965517,15.44827586,6.068965517,10.31034483,75.34482759,"CRC","CRI","NoA",9,11.3137084989848,540,12.2752119767241,0.622389306525755,0.545995423253977,0.588628762380589,-0.0159992573196376,-0.502343536280927,-0.0220226063650952,-1.07258470142358,0.0476860857372614,0.685719698938646,-0.5306644025,-0.97940848832669,-1,1,-0.1,0.1,10.8631345728565
"246",694,145,102548,254,"12/2/2002",2002,12,1,27,"3/2/1975","Marin","Juan Antonio",99.27272727,2.818181818,11,43.45454545,29.36363636,15.18181818,5.545454545,8.636363636,74.90909091,"CRC","CRI","NoA",9,12.0415945787923,491,12.2752119767241,0.675732217560223,0.594660194094725,0.642105263132299,0.0373436537148308,1.17251336671317,0.0266421644756524,1.29757475367162,0.101162586488972,1.45470481123738,0.6323450015,1.16707293555469,0,0,0,0,9.12431343223718
"247",695,153,102548,255,"7/21/2003",2003,7,1,28,"3/2/1975","Marin","Juan Antonio",84.58333333,1.666666667,12,37.58333333,23.41666667,10.66666667,3.416666667,6.916666667,61.25,"CRC","CRI","NoA",9,12.369316876853,481,12.2752119767241,0.623059867106258,0.556462585142857,0.493975903638844,-0.0153286967391342,-0.481289323165221,-0.0115554444762155,-0.562794101563861,-0.0469667730044827,-0.67537607557477,-0.5191701495,-0.958194385963427,1,1,0.1,0.1,11.8030774029926
"248",698,120,102548,365,"5/29/2006",2006,5,1,31,"3/2/1975","Marin","Juan Antonio",92.375,2,8,30.125,17.875,15,3.25,6.625,60,"CRC","CRI","NoA",9,10.9544511501033,302,12.2752119767241,0.593360995850622,0.547916666666667,0.490566037735849,-0.0450275679947698,-1.41377235734933,-0.0201013629524059,-0.979012839038233,-0.0503766389074781,-0.72440950292098,-0.1858368165,-0.342985424811323,4,16,0.4,1.6,15.346233103181
"249",699,323,102548,110,"6/25/2007",2007,6,1,32,"3/2/1975","Marin","Juan Antonio",110.25,2.875,16,39.0625,26.25,15.5625,3.0625,6.625,71.625,"CRC","CRI","NoA",9,17.9722007556114,236,12.2752119767241,0.672,0.583769633507853,0.462264150943396,0.0336114361546078,1.05532946686608,0.0157516038887807,0.767163026660097,-0.0786785256999309,-1.13138694698391,0.6891631835,1.27193809982787,5,25,0.5,2.5,15.1071959989206
"250",712,42,102562,822,"5/1/2000",2000,5,1,25,"3/22/1975","Novak","Jiri",92.09615385,4.096153846,52,51.71153846,35.42307692,15.48076923,4.403846154,7.230769231,82.51923077,"CZE","CZE","EU",8,6.48074069840786,513,6.65088458055876,0.685013015951953,0.616872523834846,0.609042553193328,-0.00690116946235908,-0.407877025030009,-0.0102966259112789,-0.664994248689158,0.0116252080645305,0.634714884617867,-0.192729102,-0.295570080148662,-2,4,-0.2,0.4,5.65982230045279
"251",713,42,102562,861,"7/2/2001",2001,7,1,26,"3/22/1975","Novak","Jiri",91.70833333,3.583333333,48,50.22916667,34,12.89583333,4.208333333,7.291666667,76.45833333,"CZE","CZE","EU",8,6.48074069840786,540,6.65088458055876,0.676897552837701,0.613351498620746,0.577142857070759,-0.0150166325766111,-0.887521956202351,-0.0138176511253796,-0.892395101846467,-0.0202744880580389,-1.10694959410726,-0.705549615,-1.08203355949019,-1,1,-0.1,0.1,6.08405159850477
"252",714,14,102562,1890,"8/19/2002",2002,8,1,27,"3/22/1975","Novak","Jiri",92.4,4.377777778,45,48.62222222,34.51111111,13.91111111,3.977777778,6.4,75.93333333,"CZE","CZE","EU",8,3.74165738677394,491,6.65088458055876,0.7097806215818,0.637693883522287,0.6215277778125,0.0178664361674881,1.05595274418787,0.0105247337761617,0.679726299706149,0.0241104326837021,1.31638508437662,0.0888948299999992,0.136329447681966,0,0,0,0,4.05060320686101
"253",715,10,102562,1921,"2/17/2003",2003,2,1,28,"3/22/1975","Novak","Jiri",88.68421053,3.986842105,76,48.34210526,33.48684211,13.09210526,3.671052632,5.921052632,73.13157895,"CZE","CZE","EU",8,3.16227766016838,481,6.65088458055876,0.692705498237956,0.636919755306336,0.620000000027022,0.000791312823643864,0.0467686414797332,0.00975060556021079,0.62973023149982,0.0225826548982242,1.23297123961371,-0.302040843,-0.463210979801479,1,1,0.1,0.1,4.86891211750917
"254",716,18,102562,1295,"10/11/2004",2004,10,1,29,"3/22/1975","Novak","Jiri",94.53623188,3.695652174,69,51.08695652,36.17391304,14.33333333,3.869565217,6.623188406,77.62318841,"CZE","CZE","EU",8,4.24264068711928,419,6.65088458055876,0.708085106338999,0.650672143267607,0.584245076509454,0.0161709209246869,0.955743393164282,0.0235029935214823,1.51791039641869,-0.0131722686193437,-0.719181532964672,-0.593230774,-0.909780959897963,2,4,0.2,0.4,5.38115631917617
"255",717,26,102562,1165,"3/28/2005",2005,3,1,30,"3/22/1975","Novak","Jiri",87.12068966,4.5,58,47.13793103,33.34482759,12.89655172,3.620689655,6.103448276,73.15517241,"CZE","CZE","EU",8,5.09901951359278,362,6.65088458055876,0.707388441991193,0.632099929323371,0.593220338941396,0.015474256576881,0.914568722236783,0.00493077957724553,0.318448012841808,-0.00419700618740182,-0.229148784537028,0.211117052,0.323769909851959,3,9,0.3,0.9,7.15815364367909
"256",718,121,102562,365,"10/9/2006",2006,10,1,31,"3/22/1975","Novak","Jiri",89.08695652,4.391304348,46,49.10869565,32.5,13.10869565,4.717391304,7.869565217,75.67391304,"CZE","CZE","EU",8,11,302,6.65088458055876,0.661797255452049,0.602700373454878,0.599447513797763,-0.0301169299622623,-1.77998871974455,-0.0244687762912467,-1.58028422575951,0.00203016866896466,0.110843458914794,0.1024214,0.157073846620932,4,16,0.4,1.6,10.5768195751694
"257",719,169,102562,255,"6/25/2007",2007,6,1,32,"3/22/1975","Novak","Jiri",98.32,5.68,25,52.88,36.68,13.96,4,6.96,80.76,"CZE","CZE","EU",8,13,236,6.65088458055876,0.693645990922844,0.62704309063893,0.574712643678161,0.00173180550853236,0.102354199908213,-0.000126059107194987,-0.00814136417131857,-0.0227047014506371,-1.23963475591404,1.391117052,2.13342237518343,5,25,0.5,2.5,11.3541102577625
"258",720,55,102563,740,"3/20/2000",2000,3,1,25,"3/24/1975","Johansson","Thomas",97.8372093,8.23255814,43,38.62790698,29.58139535,19.3255814,4.302325581,6.976744186,78.1627907,"SWE","SWE","EU",9,7.41619848709566,513,7.50747752481803,0.765803732656705,0.625706634985846,0.616666666614111,0.00654063796155324,0.402388917271436,-0.0176238191812086,-1.04304695973399,-0.0143607101847729,-0.866254987476942,-0.481919136,-0.62100893091566,-2,4,-0.2,0.4,6.78550603409444
"259",721,18,102563,1375,"12/17/2001",2001,12,1,26,"3/24/1975","Johansson","Thomas",106.8043478,8.934782609,46,41.34782609,32.13043478,22.41304348,4.434782609,7.108695652,85.36956522,"SWE","SWE","EU",9,4.24264068711928,540,7.50747752481803,0.777076761183601,0.638910109468635,0.62385321106725,0.0178136664884491,1.09592091980264,-0.00442034469841945,-0.261613391016787,-0.00717416573163376,-0.432754144192917,0.220305333000001,0.283889078273391,-1,1,-0.1,0.1,5.64975705105535
"260",722,11,102563,1990,"7/1/2002",2002,7,1,27,"3/24/1975","Johansson","Thomas",97.27692308,8.630769231,65,40.58461538,30.98461538,18.23076923,3.938461538,6.230769231,76.52307692,"SWE","SWE","EU",9,3.3166247903554,491,7.50747752481803,0.763457164491674,0.643144350578735,0.632098765334614,0.00419406979652237,0.258024861535479,-0.000186103588319497,-0.0110143425778683,0.00107138853572963,0.0646274209743122,-0.0837080449999998,-0.10786756460007,0,0,0,0,5.53834618965538
"261",723,123,102563,315,"5/19/2003",2003,5,1,28,"3/24/1975","Johansson","Thomas",112.244898,8.734693878,49,43.46938776,33.28571429,20.42857143,3.816326531,6.204081633,83.02040816,"SWE","SWE","EU",9,11.0905365064094,481,7.50747752481803,0.765727699542829,0.647000983378446,0.61513157897547,0.00646460484767686,0.397711256995889,0.00367052921139166,0.21723636035934,-0.0158957978234144,-0.958853285616641,0.0202166019999996,0.026051446097312,1,1,0.1,0.1,5.76622596340981
